no.;Kode Baru;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /Olahan;Kelompok Makanan;Sumber TKPI 2019;Porsi (g)
;;;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium (Ca);Fosfor (P);Besi (Fe);Natrium (Na);Kalium (Ka);Tembaga (Cu);Seng (Zn);Retinol (vit. A);β-karoten;Karoten total;Thiamin (vit. B1);Riboflavin (vit. B2);Niasin;Vitamin C;BDD;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;
508;DR065;Daun pepaya, segar;75,4;87;8;2;11,9;1,5;2,7;353;63;0,8;4;926,6;0,2;1,5;-;5.409;18.250;0,15;0,5;1,9;140;71;Tunggal;Sayur;DABM-1964;100
509;DR066;Daun pohpohan, segar;87,4;37;2,5;0,8;6,9;2,6;2,4;744;80;5,9;-;-;-;-;-;-;7.378;0,03;-;-;5;69;Tunggal;Sayur;KZGPI-1990;100
510;DR067;Daun selasih, segar;83,1;62;4;0,5;10,5;5,3;1,9;122;16;13,9;3;259;0,4;0,7;-;4.112;-;0,5;0,1;0,2;24;53;Tunggal;Sayur;KZGMI-2001;100
511;DR068;Daun semanggi, segar;84,7;45;4,4;0,5;8,5;1,9;1,9;98;90;7;64;520,7;0,5;0,3;-;64;3.365;0,01;0,5;0,7;6;90;Tunggal;Sayur;KZGPI-1990;100
512;DR069;Daun simpur, segar;86,2;53;3,2;2,5;7,6;1,6;0,9;228;194;3,5;-;-;-;-;-;-;3.346;0,02;-;-;5;100;Tunggal;Sayur;KZGPI-1990;100
513;DR070;Daun singkil, segar;80,9;68;2;1;15,2;3,3;0,9;178;86;2,1;-;-;-;-;-;-;6.042;0,02;-;-;3;70;Tunggal;Sayur;KZGPI-1990;100
514;DR071;Daun singkong, segar;84,4;50;6,2;1,1;7,1;2,4;1,2;166;99;1,3;17;23,1;0,1;2;-;3.204;7.052;0,04;0,1;1,8;103;87;Tunggal;Sayur;KZGPI-1990;100
515;DR072;Daun singkong ambon, segar;58;144;12,7;1,2;25,2;10,2;2,9;165;54;3,9;44;62,2;0,2;5,4;-;8.627;13.000;0,21;1;4,2;220;87;Tunggal;Sayur;DABM-1964;100
516;DR073;Daun singkong ampenan, segar;84,4;50;6,2;1,1;7,1;2,4;1,2;352;123;2,7;49;570;0,2;1,3;-;7.917;-;0,5;0,1;1,6;103;87;Tunggal;Sayur;KZGMI-2001;100
517;DR074;Daun singkong kopang, segar;81,1;74;6,3;0,7;10,7;4,6;1,2;142;115;1,7;32;382;0,2;1,5;-;3.882;-;0,5;0,5;1,9;211;87;Tunggal;Sayur;KZGMI-2001;100
518;DR075;Daun sintrong, segar;88,5;36;2,6;0,9;6,1;1,7;1,9;398;95;9,3;64;444,4;0,1;0,4;-;10.178;8.868;0,03;0,2;0,9;3;94;Tunggal;Sayur;KZGPI-1990;100
519;DR076;Daun talas, segar;81,1;59;3;0,4;13,5;3;2;236;50;2,4;4;854,1;0,4;0,5;-;3.816;5.740;0,07;0,6;2;24;80;Tunggal;Sayur;KZGPI-1990;100
520;DR077;Daun tespong, segar;81;70;2,9;0,3;13,9;2,3;1,9;155;65;2,5;72;-;0,15;0,9;-;171;2.500;0,05;0,7;1,4;21;60;Tunggal;Sayur;DABM-1964;100
521;DR078;Daun ubi kuning, segar;83,5;62;3,7;0,3;11,1;6,4;1,4;170;40;0,6;10;-;0,2;0,5;-;3.564;-;0,3;0,3;1,2;4;75;Tunggal;Sayur;KZGMI-2001;100
522;DR079;Daun ubi merah, segar;84,4;48;3;0,3;10,8;1,4;1,5;80;81;6,4;33;517,3;-;0,4;-;5.453;4.697;0,1;0,2;1,2;27;75;Tunggal;Sayur;KZGPI-1990;100
523;DR080;Daun ubi putih, segar;87,5;46;2,8;0,2;8,2;4,8;1,3;120;50;0,8;10;-;0,2;0,5;-;103;-;0,3;0,3;0,9;8;75;Tunggal;Sayur;KZGMI-2001;100
524;DR081;Daun ubi tinta, segar;85,1;55;1,7;0,1;11,9;7,6;1,2;120;40;0,6;10;-;0,2;0,5;-;516;-;0,2;-;-;7;75;Tunggal;Sayur;KZGMI-2001;100
525;DR082;Eceng, segar;93;19;1;0,2;3,8;1,8;2;80;45;3,7;45;634,1;-;-;-;7;1.000;0,08;0,1;0,7;50;70;Tunggal;Sayur;DABM-1964;100
526;DR083;Gambas (oyong), segar;94,5;19;0,8;0,2;4,1;1,3;0,4;19;33;0,9;23;109,1;-;0,1;-;17;380;0,03;-;0,4;8;85;Tunggal;Sayur;DABM-1964;100
527;DR084;Genjer, segar;90;35;1,7;0,2;7,7;2,5;0,4;62;33;2,1;64;905,8;-;-;-;-;3.800;0,07;0,1;1,1;54;70;Tunggal;Sayur;DABM-1964;100
528;DR085;Jagung muda / semi, segar;89,5;35;2,2;0,1;7,4;1,9;0,8;7;100;0,5;353;230,2;0,1;0,8;-;23;200;0,08;0,16;0,9;8;100;Tunggal;Sayur;DABM-1964;100
529;DR086;Jamur encik;24,8;296;9,4;1,1;62;-;2,7;5;277;5,3;2;-;0,2;3,1;-;-;-;1,1;0,1;-;-;95;Tunggal;Sayur;KZGMI-2001;100
530;DR087;Jamur kuping, kering;14,9;294;16;0,9;64,6;46,5;3,6;51;223;6,7;174;726,1;0,29;5,5;-;11;-;0,11;0,6;2,7;-;100;Tunggal;Sayur;DABM-1964;100
531;DR088;Jamur kuping, segar;93,7;21;3,8;0,6;0,9;5,1;1;3;94;1,7;17;33,4;0,19;0,1;-;1;-;0,1;0,09;0,1;5;100;Tunggal;Sayur;DABM-1964;100
532;DR089;Jamur merang, segar;91,5;30;3,5;0,2;4;2,4;0,8;14;117;1;300;300;0,3;0,8;-;-;-;0,02;0,2;0,5;0,2;100;Tunggal;Sayur;BKP;100
533;DR090;Jamur tiram, segar;92,5;30;1,9;0,1;5,5;3,6;0,6;9;83;0,7;226;226;-;0,8;-;-;-;0,3;0,2;1;0,2;100;Tunggal;Sayur;BKP;100
534;DR091;Jamur sagu;91,3;48;1,9;3,2;2,8;1;0,8;10;90;0,6;100;440;0,6;0,6;-;-;-;0,2;0,2;6,5;-;95;Tunggal;Sayur;KZGMI-2001;100
535;DR092;Jantung pisang, segar;90,2;32;1,2;0,3;7,1;3,2;1,2;30;50;0,1;3;524;0,09;0,3;-;201;170;0,05;0,03;0,8;10;25;Tunggal;Sayur;DABM-1964;100
536;DR093;Jengkol, segar;52,7;192;5,4;0,3;40,7;1,5;0,9;4;150;0,7;60;241;0,3;0,6;-;-;-;0,05;0,2;0,5;31;95;Tunggal;Sayur;KZGMI-2001;100
537;DR094;Jotang, segar;89;34;1,9;0,3;7,1;3,5;1,7;162;41;4;59;388,5;0,3;1,2;-;2;3.918;0,03;-;0,4;20;70;Tunggal;Sayur;DABM-1964;100
538;DR095;Kabau, segar;67,2;130;6,7;0,3;25,2;2,9;0,6;4;204;0,5;1;397,8;0,2;0,5;-;165;-;0,8;0,1;0,3;16;95;Tunggal;Sayur;KZGMI-2001;100
539;DR096;Kacang mekah, polong, segar;93,6;22;1,1;1;3,4;1,1;0,9;63;296;1;2;69,2;0,3;-;-;197;116;0,02;-;0,4;-;91;Tunggal;Sayur;KZGPI-1990;100
540;DR097;Kacang panjang, segar;91,8;31;2,3;0,1;5,3;2,7;0,5;60;64;0,6;30;213;0,1;0,5;-;125;-;0,7;0,1;0,3;46;92;Tunggal;Sayur;KZGMI-2001;100
541;DR098;Kacang ranti polong;88,5;37;3,1;0,2;7,9;2,5;0,3;103;126;0,8;-;-;-;-;-;-;2.312;0,02;-;-;6;83;Tunggal;Sayur;KZGPI-1990;100
542;DR099;Kalakai, segar;89,9;38;2,4;0,2;6,6;5,8;0,9;18;90;1,1;7;443;0,4;0,9;-;44;-;0,3;0,1;-;8;70;Tunggal;Sayur;KZGMI-2001;100
543;DR100;Kangkung, segar;91;28;3,4;0,7;3,9;2;1;67;54;2,3;65;250,1;0,13;0,4;-;2.868;5.542;0,07;0,36;2;17;60;Tunggal;Sayur;KZGPI-1990;100
544;DR101;Kangkung tondano;88,5;43;1,8;0,2;8,4;4,3;1,1;72;9;0,7;30;361;0,3;0,4;-;2.741;-;0,8;0,1;1,1;23;60;Tunggal;Sayur;KZGMI-2001;100
545;DR102;Kapri muda, segar;86,8;45;3,3;0,2;9;1,8;0,7;51;85;1;2;118,4;0,09;0,7;-;72;440;0,2;0,1;0,9;49;80;Tunggal;Sayur;DABM-1964;100
546;DR103;Karawila;93,7;25;2,3;0,2;3,5;2,1;0,3;25;67;0,3;8;88,4;0,08;0,3;-;21;-;0,1;0,1;0,4;39;80;Tunggal;Sayur;KZGMI-2001;100
547;DR104;Kecipir muda, segar;90,4;32;2,9;0,2;5,8;5,5;0,7;63;37;0,3;3;103,8;0,18;0,4;-;261;595;0,24;0,11;0,7;19;96;Tunggal;Sayur;DABM-1964;100
548;DR105;Kecombrang, segar;90;34;0,9;1;6,7;2,6;1,4;60;16;1;47;650,6;-;-;-;-;73;-;0,02;0,8;-;100;Tunggal;Sayur;KZGPI-1990;100
549;DR106;Kelawi,kluwih, segar;70;118;1,5;0,3;27,2;5;1;28;32;0,9;2;500,9;0,09;0,1;-;-;20;0,1;0,03;0,9;19;77;Tunggal;Sayur;DABM-1964;100
550;DR107;Kembang turi, segar;87,4;51;1,8;0,6;9,6;5;0,6;23;29;0,9;22;275,3;0,15;0,9;-;201;105;0,13;0,12;0,6;41;83;Tunggal;Sayur;DABM-1964;100
551;DR108;Kerokot, segar;93;26;1,7;0,4;3,8;1;1,1;103;39;3,6;4;240,5;0,23;0,9;-;0,2;2.550;0,03;0,09;0,2;25;80;Tunggal;Sayur;DABM-1964;100
552;DR109;Ketimun, segar;97,9;8;0,2;0,2;1,4;0,3;0,3;29;95;0,8;2;57,1;0,02;0,1;-;18;314;0,01;0,02;0,1;1;55;Tunggal;Sayur;KZGPI-1990;100
553;DR110;Ketimun krai, segar;96,8;10;0,5;0,2;2;0,6;0,5;20;98;1;10;82,1;0,03;0,1;-;19;21;0,02;0,03;0,1;3;82;Tunggal;Sayur;KZGPI-1990;100
554;DR111;Ketimun madura, segar;97,1;9;0,5;0,1;1,9;0,7;0,4;15;102;0,6;2;78,9;0,02;0,1;-;25;-;0,02;0,02;0,1;5;89;Tunggal;Sayur;KZGPI-1990;100
555;DR112;Komak, segar;74,3;99;3,3;0,1;21,2;10,3;1,1;50;99;13,1;15;567;0,2;0,6;-;5;-;0,2;0,19;0,1;-;80;Tunggal;Sayur;KZGMI-2001;100
556;DR113;Kembang Kol;91,7;25;2,4;0,2;4,9;1,6;0,8;22;72;1,1;47;187;0,04;0,3;-;24;90;0,11;0,09;0,6;69;57;Tunggal;Sayur;DABM-1964;100
557;DR114;Kol merah, kol putih;92,4;29;1,4;0,2;5,3;1,9;0,9;46;31;0,5;28;236,8;0,29;0,3;-;46;80;0,06;0,07;0,3;50;75;Tunggal;Sayur;DABM-1964;100
558;DR115;Koro kerupuk, polong;67,2;128;8,3;0,7;22,1;-;1,7;17;12;2,7;-;-;-;-;-;-;80;0,11;-;-;31;68;Tunggal;Sayur;DABM-1964;100
559;DR116;Koro wedus, polong;88;46;3;0,3;7,9;3,3;0,8;56;47;1,1;2;249,3;0,09;0,4;-;66;870;0,09;0,09;0,5;17;70;Tunggal;Sayur;DABM-1964;100
560;DR117;Kucai, segar;86,3;45;2,2;0,3;10,3;4,8;0,9;52;50;1,1;21;439,5;0,11;0,5;-;2.685;40;0,11;0,2;1,8;17;52;Tunggal;Sayur;DABM-1964;100
561;DR118;Kucai muda (Lokio), segar;86;42;3,8;0,6;7,8;4,9;1,8;76;91;2,5;22;449,1;0,11;0,5;-;2.744;500;0,11;0,2;1,8;59;100;Tunggal;Sayur;DABM-1964;100
562;DR119;Kulit melinjo;71,9;111;4,5;1,1;20,7;5;1,8;117;179;2,6;-;-;-;-;-;-;1.267;0,07;-;-;7;100;Tunggal;Sayur;KZGPI-1990;100
563;DR120;Kundur, segar;94;22;0,4;0,2;4,7;1,3;0,7;3;54;0,5;2;200;0,1;0,3;-;7;-;0,1;0,03;0,4;1;57;Tunggal;Sayur;KZGMI-2001;100
564;DR121;Labu air, segar;95;19;0,6;0,2;3,8;0,6;0,4;12;18;0,6;2;168,2;0,03;0,8;-;11;70;0,04;0,02;0,4;10;80;Tunggal;Sayur;DABM-1964;100
565;DR122;Labu kuning, segar;86,6;51;1,7;0,5;10;2,7;1,2;40;180;0,7;280;220;0,35;1,5;-;1.569;-;0,2;-;0,1;2;74;Tunggal;Sayur;KZGMI-2001;100
566;DR123;Labu siam, segar;92,3;30;0,6;0,1;6,7;6,2;0,3;14;25;0,5;3;167,1;0,16;1;-;48;20;0,02;-;0,6;18;83;Tunggal;Sayur;DABM-1964;100
567;DR124;Labu waluh, segar;91,2;32;1,1;0,1;6,6;0,5;1;45;64;1,4;1;356,2;0,13;0,3;-;712;180;0,08;0,12;0,6;52;77;Tunggal;Sayur;DABM-1964;100
568;DR125;Lantar, segar;91,2;34;2,2;0,3;5,5;2,9;0,8;10;58;0,4;3;155;0,2;0,4;-;38;-;0,3;0,07;0,4;4;-;Tunggal;Sayur;KZGMI-2001;100
569;DR126;Lobak, segar;94,1;21;0,9;0,1;4,2;1,4;0,7;35;26;0,6;49;109,3;0,03;0,2;-;-;10;0,03;0,04;0,3;32;87;Tunggal;Sayur;DABM-1964;100
570;DR127;Lumai/Leunca, segar;90,5;38;1,1;0,3;7,6;2;0,5;7;55;1;2;-;0,1;0,3;-;25;-;0,2;0,1;0,6;17;95;Tunggal;Sayur;KZGMI-2001;100
571;DR128;Melinjo, segar;80;66;5;0,7;13,3;-;1;163;75;2,8;-;-;-;-;-;-;1.000;0,1;-;-;100;60;Tunggal;Sayur;DABM-1964;100
572;DR129;Mostarda metan - sawi hijau;91,4;33;2,3;0,5;4,7;1,8;1,1;60;30;3,1;20;100;0,1;0,4;-;1.575;-;0,2;0,1;0,1;12;85;Tunggal;Sayur;KZGMI-2001;100
573;DR130;Nangka muda, segar;85,4;57;2;0,4;11,3;8,3;0,9;45;29;0,5;1;246,5;0,04;0,1;-;21;25;0,07;0,06;0,7;9;80;Tunggal;Sayur;DABM-1964;100
574;DR131;Paria putih, segar;94,4;19;1;0,4;3,6;1,3;0,6;31;65;0,9;5;277,7;0,03;0,8;-;197;80;0,18;0,04;0,4;58;80;Tunggal;Sayur;KZGPI-1990;100
575;DR132;Pepare ular, segar;95,1;19;0,6;0,1;3,9;1;0,3;20;10;0,4;130;30;0,1;0,1;-;69;-;0,1;0,1;0,1;9;97;Tunggal;Sayur;KZGMI-2001;100
576;DR133;Pepaya muda, segar;92,3;29;2,1;0,1;4,9;2,1;0,6;50;16;0,4;22;211,2;0,01;-;-;-;50;0,02;0,03;0,3;19;65;Tunggal;Sayur;DABM-1964;100
577;DR134;Petai, segar;77,2;92;5,4;1,1;15,2;2;1,1;14;170;1,6;55;221;0,2;0,8;-;114;-;0,8;0,1;6,1;34;36;Tunggal;Sayur;KZGMI-2001;100
578;DR135;Peterseli, segar;83,9;53;3,7;1;9;-;2,4;193;84;4,3;18;1.125,60;0,2;1,4;-;2.940;8.230;0,11;0,29;0,7;193;95;Tunggal;Sayur;DABM-1964;100
579;DR136;Pucuk lumai/daun leunca, segar;91;33;4,5;0,4;2,8;-;1,3;13;75;2,9;2;-;0,2;0,6;-;-;-;0,5;0,1;-;41;70;Tunggal;Sayur;KZGMI-2001;100
580;DR137;Putri malu, segar;80,2;76;3,6;0,3;14,6;7,1;1,3;119;84;3,3;1;631;0,6;1,4;-;4.762;-;0,6;0,6;-;6;-;Tunggal;Sayur;KZGMI-2001;100
581;DR138;Rebung, segar;93,3;25;0,8;0,1;5,3;9,7;0,5;3;5;0,5;3;206;0,1;0,4;-;10;-;0,2;0,07;0,5;-;28;Tunggal;Sayur;KZGMI-2001;100
582;DR139;Rimbang, segar;80,8;75;1,6;0,6;15,8;10;1,2;55;97;0,6;20;234;0,4;0,4;-;51;-;0,4;0,1;1,3;38;95;Tunggal;Sayur;KZGMI-2001;100
583;DR140;Rumput laut;87;41;1,4;0,3;8,1;2,2;3,2;80;20;1,6;250;380;0,2;0,4;-;1.958;-;0,2;-;0,1;7;100;Tunggal;Sayur;KZGMI-2001;100
584;DR141;Sawi, segar;92,2;28;2,3;0,3;4;2,5;1,2;220;38;2,9;22;436,5;0,12;0,2;-;2.042;6.460;0,09;0,23;0,7;102;87;Tunggal;Sayur;DABM-1964;100
585;DR142;Sawi putih / pecai, segar;96,6;9;1;0,1;1,7;0,8;0,6;56;42;1,1;5;193,1;0,05;0,1;-;862;832;0,05;0,18;0,4;3;79;Tunggal;Sayur;KZGPI-1990;100
586;DR143;Sawi taiwan, segar;91,8;30;1,9;0,5;4,4;2,7;1,4;100;58;1,6;27;217;0,1;0,7;-;1.340;-;0,2;0,1;0,6;33;85;Tunggal;Sayur;KZGMI-2001;100
587;DR144;Sawi tanah, segar;94,9;19;1,3;0,2;2,9;2,2;1;92;45;1,2;17;145;0,1;0,4;-;815;-;0,2;0,1;0,1;36;85;Tunggal;Sayur;KZGMI-2001;100
588;DR145;Selada, segar;94,8;18;1,2;0,2;2,9;1,8;0,9;22;25;0,5;19;186,4;0,03;0,2;-;1.526;540;0,04;0,13;0,4;8;69;Tunggal;Sayur;DABM-1964;100
589;DR146;Selada air, segar;93,3;17;3,1;0,2;2,2;0,7;1,2;95;152;2,4;65;260,7;0,11;0,2;-;1.230;3.727;0,09;0,14;0,7;56;70;Tunggal;Sayur;KZGPI-1990;100
590;DR147;Seledri, segar;93;23;1;0,1;4,6;2;1,3;50;40;1;64;258,8;0,08;0,4;-;63;130;0,03;0,07;0,4;11;63;Tunggal;Sayur;DABM-1964;100
591;DR148;Taoge, segar;90,4;34;3,7;1,2;4,3;1,1;0,4;166;74;0,8;19;93,3;0,16;0,4;-;41;20;0,09;-;1,1;5;100;Tunggal;Sayur;KZGPI-1990;100
592;DR149;Taoge kacang kedelai, segar;81;76;9;2,6;6,4;0,7;1;50;65;1;5;212,4;0,26;0,7;-;-;110;0,23;0,19;1,2;15;100;Tunggal;Sayur;DABM-1964;100
593;DR150;Taoge kacang tunggak, segar;88;40;5;0,2;5,8;2,6;1;57;88;1;2;226,8;0,07;0,5;-;299;-;0,07;0,08;0,8;15;90;Tunggal;Sayur;DABM-1964;100
594;DR151;Tebu terubuk (lilin), segar;91;30;4,6;0,4;3;0,8;1;40;80;2;699;-;0,2;1,1;-;12;-;0,08;0,2;1,2;50;20;Tunggal;Sayur;DABM-1964;100
595;DR152;Tekokak, segar;89;34;2;0,1;7,9;4,9;1;50;30;2;3;333,3;0,12;0,2;-;23;750;0,08;0,05;0,9;8;95;Tunggal;Sayur;DABM-1964;100
596;DR153;Tekokak, kering;12,3;302;8,3;1,7;72,6;21,2;8,1;370;180;22,2;9;-;1.044,20;1;-;187;750;0,4;0,17;5,1;-;100;Tunggal;Sayur;DABM-1964;100
597;DR154;Terong, segar;92,7;28;1,1;0,2;5,5;2,1;0,5;15;37;0,4;9;187;0,1;0,1;-;46;30;0,04;0,03;0,5;5;100;Tunggal;Sayur;DABM-1964;100
598;DR155;Terong asam, segar;90,5;37;2;0,4;6,3;3,2;0,8;13;59;1,5;3;155;0,3;0,3;-;97;-;0,2;0,1;0,8;4;-;Tunggal;Sayur;KZGMI-2001;100
599;DR156;Terung belanda, segar;87,3;52;2,1;1,1;8,6;1,4;1;16;40;1,1;-;-;-;-;-;-;8.048;0,42;0,06;-;12;100;Tunggal;Sayur;KZGPI-1990;100
600;DR157;Terung bengkulu, segar;86,6;52;1,1;0,4;11,2;3,2;0,8;19;39;1,1;14;-;0,16;1;-;85;600;0,23;0,04;0;6;100;Tunggal;Sayur;KZGPI-1990;100
601;DR158;Terong hintalo, segar;89,2;45;1,9;0,8;7,5;5,1;0,6;19;268;1;167;142;0,6;0,2;-;552;-;0,2;0,4;-;4;-;Tunggal;Sayur;KZGMI-2001;100
602;DR159;Terung panjang;91,8;25;2,1;0,1;5,3;0,5;0,7;38;24;0,7;9;53,7;0,09;0,2;-;83;24;0,15;0,06;0,7;8;100;Tunggal;Sayur;KZGPI-1990;100
603;DR160;Tomat, air (sari), segar;94;20;1;0,2;3,5;0,4;1,3;7;15;0,4;10;225,2;0,06;0,1;-;266;600;0,05;0,03;0,7;10;100;Tunggal;Sayur;DABM-1964;100
604;DR161;Tomat merah, segar;92,9;24;1,3;0,5;4,7;-;0,6;8;77;0,6;10;164,9;0,14;0,2;-;575;2.083;0,06;0,07;0,4;34;100;Tunggal;Sayur;KZGPI-1990;100
605;DR162;Tomat muda, segar;93;24;2;0,7;3,3;1,8;2;5;27;0,5;10;210;0,07;0,2;-;384;320;0,07;0,04;0,7;30;95;Tunggal;Sayur;DABM-1964;100
606;DR163;Uceng/ bunga melinjo, segar;79,5;82;5,8;1,3;11,7;4,8;1,7;70;266;2,4;-;-;-;-;-;-;58;0,11;0,15;-;3;89;Tunggal;Sayur;KZGPI-1990;100
607;DR164;Umbut kelapa, segar;89,3;39;2;0,2;7,2;2,5;1,3;57;49;-;4;447;0,2;1,4;-;16;-;0,1;0,1;-;8;-;Tunggal;Sayur;KZGMI-2001;100
608;DR165;Umbut rotan;90,5;34;2,4;0,3;5,5;2,2;1,3;89;79;1,3;8;552;0,2;1,9;-;14;-;0,2;-;-;9;-;Tunggal;Sayur;KZGMI-2001;100
609;DR166;Wortel, segar;89,9;36;1;0,6;7,9;1;0,6;45;74;1;70;245;0,06;0,3;-;3.784;7.125;0,04;0,04;1;18;80;Tunggal;Sayur;KZGPI-1990;100
610;EP001;Barongko;66,7;159;3,1;5,8;23,5;-;0,7;35;65;1,2;46;78;0,3;0,6;-;-;-;-;-;-;8;100;Olahan;Buah;KZGMI-2001;100
611;EP002;Dodol nanas;16,1;338;1,5;1,2;80,3;-;0,9;-;-;-;-;-;-;-;-;-;1.240;0,55;-;-;-;100;Olahan;Buah;KZGMI-2001;100
612;EP003;Getuk pisang;63,7;144;1,1;0,4;34,1;0,4;0,7;48;32;1;-;-;-;-;-;-;1.464;0,34;-;-;-;100;Olahan;Buah;KZGPI-1990;100
613;EP004;Keripik lampung;5;485;1,7;22,2;69,7;0,6;1,5;43;65;0,8;-;-;-;-;-;4;7.330;0,41;-;-;-;100;Olahan;Buah;KZGPI-1990;100
614;EP005;Ledre pisang;3,6;405;4,8;5,1;84,9;0,4;1,6;59;124;2,6;-;-;-;-;-;-;-;0,05;-;-;-;100;Olahan;Buah;KZGPI-1990;100
615;EP006;Lempog durian;25,2;320;3,5;5,7;63,7;4,9;1,9;190;93;2,5;-;-;-;-;-;13;-;0,18;0,04;-;15;100;Olahan;Buah;KZGPI-1990;100
616;EP007;Loka anjoro;63,3;163;1,1;4,3;30;-;1,3;-;-;-;-;-;-;-;-;-;-;-;-;-;3;100;Olahan;Buah;KZGMI-2001;100
617;EP008;Rica-rica taipa;86,7;49;1,6;0,3;10;-;1,4;11;48;3;426;42;0,5;0,5;-;-;296;0,14;-;-;-;100;Olahan;Buah;KZGMI-2001;100
618;EP009;Rujak aceh;78,7;82;0,4;0,3;19,7;2,4;0,9;-;-;-;-;-;-;-;-;-;272;0,1;-;-;-;100;Olahan;Buah;KZGMI-2001;100
619;EP010;Sale kesemek;25;296;1,1;0,6;71,4;-;1,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Buah;KZGMI-2001;100
620;EP011;Sale pisang siam;28,9;281;2,4;0,7;66,1;1;2;41;64;1,2;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Buah;KZGPI-1990;100
621;EP012;Sale pisang, cilacap;27,1;295;2,3;2,1;66,9;1,3;1,7;47;97;2,8;-;-;-;-;-;10;-;0,22;0,03;-;42;100;Olahan;Buah;KZGPI-1990;100
622;EP013;Sanggara belanda;47,1;242;6,4;7,1;38,2;-;1,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Buah;KZGMI-2001;100
623;EP014;Tepung Pisang;13,8;338;2,9;0,4;80,6;5,3;2,1;23;62;4;18;734;0,1;0,5;-;13.000;1;0,02;0,02;1;2;100;Olahan;Buah;BKP;100
624;EP015;Tepung Sukun;10,1;353;2,9;0,5;84,4;3,7;2,1;100;85;4,6;9;2.008,00;0,1;0,6;-;-;-;0,4;0,02;0,1;3;100;Olahan;Buah;BKP;100
625;ER001;Alpukat, segar;84,3;85;0,9;6,5;7,7;-;0,6;10;20;0,9;2;278;0,2;0,4;-;189;180;0,05;0,08;1;13;61;Tunggal;Buah;DABM-1964;100
626;ER002;Anggur hutan, segar;92,3;30;0,5;0,2;6,8;1,2;0,2;39;12;1,1;-;-;-;-;-;-;1;0,01;-;-;3;100;Tunggal;Buah;KZGPI-1990;100
627;ER003;Apel malang, segar;85,9;57;0,5;0,4;12,8;0,8;0,3;9;18;0,6;4;175,4;110,16;-;-;26;2.240;0,05;0,03;0,1;5;88;Tunggal;Buah;KZGPI-1990;100
628;ER004;Apel, segar;84,1;58;0,3;0,4;14,9;2,6;0,3;6;10;0,3;2;130;124,2;0,3;-;30;90;0,04;0,03;0,1;5;88;Tunggal;Buah;DABM-1964;100
629;ER005;Arbai, segar;89,9;37;0,8;0,5;8,3;-;0,5;28;27;0,8;2;43;63,52;18,9;-;2;60;0,03;-;0,1;60;96;Tunggal;Buah;DABM-1964;100
630;ER006;Belimbing, segar;90;36;0,4;0,4;8,8;3,3;0,4;4;12;1,1;4;130;-;0,1;-;29;170;0,03;-;-;35;86;Tunggal;Buah;DABM-1964;100
631;ER007;Biwah, segar;87,1;51;0,3;0,1;12,1;0,7;0,5;220;14;0,8;1;258,6;0,04;0,1;-;-;12.256;0,1;0,02;-;4;66;Tunggal;Buah;KZGPI-1990;100
632;ER008;Buah atung, segar;92;23;0,8;0,2;5,2;-;1,8;30;50;4,6;-;-;-;-;-;-;-;0,29;-;-;38;80;Tunggal;Buah;DABM-1964;100
633;ER009;Buah kelenting, segar;73,9;110;1,4;2,1;21,4;-;1,2;8;102;1,1;2;-;0,3;0,9;-;-;-;0,2;0,1;-;6;77;Tunggal;Buah;KZGMI-2001;100
634;ER010;Buah kom, segar;33,7;264;4;1,1;59,6;9;1,7;306;92;0,8;-;-;-;-;-;-;400;0,11;-;-;9;100;Tunggal;Buah;KZGPI-1990;100
635;ER011;Buah mentega (Bisbul), segar;89;39;0,7;0,2;9,7;2;0,4;43;17;0,8;1;90;0,06;0,1;-;141;55;0,02;0,01;0,1;33;50;Tunggal;Buah;DABM-1964;100
636;ER012;Buah Naga Merah, segar;85,7;71;1,7;3,1;9,1;3,2;0,4;13;14;0,4;128;128;-;0,4;-;-;-;0,5;0,3;0,5;1;67;Tunggal;Buah;BKP;100
637;ER013;Buah Naga Putih, segar;86,6;56;0,8;1;10,9;3,2;0,6;13;27;0,5;231;231;-;0,4;-;-;-;0,02;0,5;0,9;1;74;Tunggal;Buah;BKP;100
638;ER014;Buah negri, segar;85,7;55;1,2;0,1;12,2;5,2;0,8;30;40;0,2;10;-;0,1;0,3;-;460;-;0,33;0,03;0,1;9;48;Tunggal;Buah;KZGMI-2001;100
639;ER015;Buah nona, segar;71,5;101;1,7;0,6;25,2;2,8;1;27;20;0,8;5;312,5;325,7;0,1;-;49;-;0,08;0,16;0,9;22;58;Tunggal;Buah;DABM-1964;100
